epoch,A_loss,BD_loss,DP_loss,E_loss,FS_loss,RC_loss,loss,lr,val_A_loss,val_BD_loss,val_DP_loss,val_E_loss,val_FS_loss,val_RC_loss,val_loss
0,0.43365803185631246,0.3232451234670246,0.5334979322026757,0.413995499996578,0.3696943276068744,0.370911906747257,2.490542874616735,0.001,0.27636229353291647,0.3615483045578003,0.36412371907915386,0.3374863054071154,0.26569752608026775,0.3598924832684653,2.0107171024594988
1,0.3181731319602798,0.2716873397721964,0.3408457154736799,0.3205209716277964,0.2885978572508868,0.33775829655282635,1.9231954427326428,0.001,0.18695137330463954,0.293889582157135,0.33805324350084576,0.2802205426352365,0.232668759567397,0.29959038751465933,1.6769857917513167
2,0.25672682769158306,0.20225710991550894,0.3131433887516751,0.28221899577799964,0.23722816214841955,0.2899092549786848,1.6270890586516435,0.001,0.12969711529357092,0.20624202915600368,0.204677728669984,0.2298586027962821,0.19651071301528386,0.24716293811798096,1.2597490889685494
3,0.217023925307919,0.1773070009315715,0.28579434883945126,0.24487263095729492,0.20141854224836125,0.22996915964519277,1.4019793447326212,0.001,0.14983196130820683,0.24979860867772782,0.2734836425100054,0.2251467811209815,0.20703480286257608,0.23525649096284593,1.3861429521015711
4,0.1835696666556246,0.14945323348921888,0.23209295728627374,0.2029043379075387,0.16684970347320333,0.18914760298588695,1.1696075902265661,0.001,0.10159733252865928,0.25573487154075075,0.290613910981587,0.22683086565562657,0.20992769513811385,0.2383941582271031,1.3686811583382743
5,0.16960615314104976,0.12992787996635718,0.21058962450307958,0.19387143631191814,0.16210364703746402,0.15532028083415592,1.066973155035692,0.001,0.0965502890092986,0.20257050011839187,0.21987278120858328,0.1720900439790317,0.15975172179085867,0.16386540021215165,1.0602174827030726
6,0.13924505671157555,0.11999904977924683,0.20797021906165516,0.18490784922066858,0.13976744146031492,0.15133169030441956,0.9887071357053869,0.001,0.062453211418219974,0.13252856263092586,0.1559466187443052,0.11302568231310163,0.10884004618440356,0.12171922517674309,0.7399679592677525
7,0.12187925507040585,0.11276047348099597,0.17470715282594457,0.16391818378778064,0.14125921577215195,0.1282472360660048,0.8881984703681048,0.001,0.05283657354967935,0.12610779809100287,0.1280449288231986,0.09980988396065575,0.08902367204427719,0.08492001358951841,0.6261417482580457
8,0.10743756789494963,0.10741075807634522,0.1615780004683663,0.14325838623677983,0.11990566310637138,0.12747088929309563,0.8124280852430007,0.001,0.05292752491576331,0.12334041616746358,0.1059539190360478,0.10173510547195162,0.09820817091635295,0.08144406176039151,0.6089391580649784
9,0.10079344690722578,0.10168835498830851,0.1525930700933232,0.13617018478758194,0.11418479155091678,0.1107986624188283,0.7615214656381046,0.001,0.04182611033320427,0.09702246423278536,0.08367061029587473,0.08188090047666005,0.06525649023907525,0.06756253434079033,0.4824721472603934
