epoch,A_loss,BD_loss,DP_loss,E_loss,FS_loss,RC_loss,loss,lr,val_A_loss,val_BD_loss,val_DP_loss,val_E_loss,val_FS_loss,val_RC_loss,val_loss
0,0.18438777384849694,0.08633414369363052,0.10545935109257698,0.10644359485461162,0.11336565906038651,0.0942562256868069,0.7587865911997281,0.001,0.14706899551674724,0.06876561348326504,0.08543475205078721,0.11639470839872956,0.09884813847020268,0.1316863321699202,0.7165609486401081
1,0.14328724317825758,0.074089518103462,0.07324040738435891,0.0853192674425932,0.08725012022142227,0.07706885455319515,0.6084117075571647,0.001,0.09193093003705144,0.07573515642434359,0.08870081696659327,0.12574709486216307,0.08280736254528165,0.11220797942951322,0.645034171640873
2,0.10468653532174918,0.06624221199980149,0.057756116470465295,0.07352034690288398,0.07113204566905132,0.06473591579840733,0.5057011097669601,0.001,0.07107481663115323,0.059817413333803415,0.08115024724975228,0.1293142708018422,0.0782422716729343,0.0940954010002315,0.5810169111937284
3,0.08535277499602391,0.06503436442178029,0.05116479557294112,0.06349442326105557,0.06440649511149296,0.05859086705515018,0.45506378091298616,0.001,0.07026585517451167,0.0761922369711101,0.1004295744933188,0.13967621978372335,0.0798080307431519,0.11746124690398574,0.6505259312689304
4,0.07118996533636864,0.058501348042717345,0.042911709644473515,0.06245341768058447,0.057884277059481695,0.05169891379773617,0.4110134645150258,0.001,0.07654732256196439,0.07552705239504576,0.11263676825910807,0.13405256252735853,0.09902176028117537,0.13397662993520498,0.6977895572781563
5,0.05871114306724989,0.05866317995465719,0.03986721636297611,0.057688747317745134,0.05240384876154936,0.05163096278332747,0.3846530547508827,0.001,0.07205865764990449,0.06149102747440338,0.09705627337098122,0.09446685761213303,0.08481735503301024,0.1111540263518691,0.5863750018179417
6,0.0548237431794405,0.0584860577319677,0.037740349841232486,0.05689948596633398,0.05398040594389805,0.049574543650333695,0.3765150847343298,0.001,0.08113563433289528,0.06165164546109736,0.09979629097506404,0.10012270836159587,0.08153058914467692,0.1043991819024086,0.5932927243411541
7,0.053510281472251967,0.052750684607487455,0.03626741361446106,0.05254093371331692,0.049148834668673,0.04807515127154497,0.3567656851731814,0.0005,0.07983007351867855,0.06508853659033775,0.10570114431902766,0.10267347563058138,0.08877445198595524,0.09896382316946983,0.6053030118346214
8,0.049366617002166234,0.05190199355666454,0.03684622909014042,0.04933957526317009,0.04759779550994818,0.04641928781683628,0.3455578856743299,0.0005,0.09082810347899795,0.06868817913345993,0.10497047426179051,0.11718820361420512,0.10057705920189619,0.10451140953227878,0.6506492383778095
9,0.04553895701582615,0.04840709283374823,0.03458175901323557,0.046026089443610266,0.046063949568913534,0.04473225844021027,0.3290427533479837,0.0005,0.08462139335460961,0.05992969614453614,0.09551587840542197,0.10115849506109953,0.08351270016282797,0.09278034092858434,0.5809997711330652
