epoch,A_loss,BD_loss,DP_loss,E_loss,FS_loss,RC_loss,loss,lr,val_A_loss,val_BD_loss,val_DP_loss,val_E_loss,val_FS_loss,val_RC_loss,val_loss
0,0.444595349185607,0.38008198317359476,0.4721886594505871,0.4124921253498863,0.3773290532476762,0.40032194554805756,2.533883382292355,0.001,0.39649926338876995,0.2839902213641575,0.34216674736567904,0.22288109362125397,0.22804155307156698,0.25668073126247953,1.7771864448274886
1,0.37238427207750435,0.3072722961797434,0.3635437795344521,0.3118908396538566,0.285154146306655,0.38446789541665244,2.0716622997732723,0.001,0.34109034282820566,0.2217530267579215,0.3749768989426749,0.23613832890987396,0.2133064546755382,0.25280808550970896,1.6870170661381312
2,0.27479809829417395,0.24777160935542164,0.29154913697172613,0.2749266076613875,0.2643030071083237,0.319761945920832,1.7200148140682894,0.001,0.28267583676746916,0.16943856648036412,0.24994150229862758,0.15686448557036264,0.20123895151274546,0.20500269851514272,1.3120258705956596
3,0.23249429902609656,0.19947932792060516,0.23781947134172216,0.24349734888357275,0.22526762020938537,0.2532131303759182,1.4386056661605835,0.001,0.14675963350704738,0.10482976798500333,0.15539791860750743,0.18412703275680542,0.13254999262945993,0.17632480817181723,0.9467883024896894
4,0.18373409549103065,0.17185055135804064,0.2028627286062521,0.22193857852150412,0.18074574409162297,0.21556449681520462,1.2234560268766739,0.001,0.10479270347527095,0.08280899748206139,0.09862468391656876,0.14433419385126658,0.1404511108994484,0.16369772596018656,0.7814263360840934
5,0.1504742928287562,0.15836877332014196,0.18074033453184016,0.17072414957425175,0.1548750166069059,0.18292517127359614,1.044779253356597,0.001,0.09036715541567121,0.06893361625926835,0.0782639714223998,0.12287000353847231,0.12143198507172721,0.13754277037722723,0.666038623877934
6,0.13195754565736828,0.13074260029722662,0.15320930454660864,0.15022968961035504,0.13404670708319721,0.17219787134843714,0.9189767101231743,0.001,0.08843496974025454,0.07004155963659286,0.06806570610829762,0.11865500041416713,0.0998590961098671,0.1146617883018085,0.6062690998826709
7,0.11615226746482007,0.12091515476212782,0.14688055239179554,0.1402058465515866,0.13283794329446905,0.1583033797933775,0.8618084052029777,0.001,0.0862654277256557,0.08188530164105552,0.08148265204259328,0.15168781791414535,0.1276536669049944,0.14240039033549173,0.7178467426981244
8,0.11109041488345932,0.1222011102911304,0.13015410939560218,0.1198505031711915,0.11191029079696711,0.1436742287786568,0.7853090587784263,0.001,0.09037403762340546,0.06881194402064596,0.07063053122588567,0.12300418104444232,0.13407361507415771,0.10291208220379693,0.6361857312066215
9,0.10610118574079345,0.10614125321016592,0.1277991785284351,0.11401003664907287,0.09926194412743344,0.12841383871786735,0.7280519359252032,0.001,0.07999174296855927,0.06160564773849079,0.06338366759674889,0.10138260147401265,0.09751543615545545,0.09619747634444918,0.5463412914957319
