epoch,A_loss,BD_loss,DP_loss,E_loss,FS_loss,RC_loss,loss,lr,val_A_loss,val_BD_loss,val_DP_loss,val_E_loss,val_FS_loss,val_RC_loss,val_loss
0,0.41896451922024,0.42223966296981363,0.4108962495537365,0.31621556772905235,0.33909596590434804,0.3310962968012866,2.2845344508395478,0.001,0.3038561684744699,0.41378291164125713,0.3239367050783975,0.2590803716863905,0.43085160851478577,0.3232371721948896,2.1008074964795793
1,0.3379046811777003,0.3496531896731433,0.35869112172547507,0.2509482077815953,0.31437868099002275,0.27523897632079963,1.9328735330525566,0.001,0.2355601957866124,0.3228809492928641,0.26104956013815744,0.22186969007764543,0.4160155653953552,0.27876495889254976,1.7821880749293737
2,0.2665477452032706,0.2652382526327582,0.29719017226906386,0.20632994394092,0.24360578726319707,0.21109774971709533,1.5360275436850155,0.001,0.20543007339750016,0.23420350040708268,0.2500988117286137,0.17806467626776015,0.40503942114966257,0.21552224457263947,1.534331968852452
3,0.2032756844864172,0.20745944275575526,0.2296742963440278,0.16469241569147391,0.19894242549643798,0.17327555531964584,1.22324716518907,0.001,0.14889140852860042,0.20570210261004312,0.2279901100056512,0.16168198415211268,0.28316475238118854,0.1488130965403148,1.2221285615648543
4,0.17175758016460083,0.1831468882806161,0.19957852188278646,0.1419861783437869,0.16429139147786534,0.16095354123150601,1.0675458732773275,0.001,0.10407738494021553,0.17585982382297516,0.22380816723619187,0.14231884692396438,0.21638049611023494,0.1389345367039953,1.0471585988998413
5,0.15874518695123055,0.15744546472149737,0.17028100657112458,0.13173401268089519,0.15296280537458026,0.14136923257918918,0.9582712194498848,0.001,0.08425473634685789,0.14707207892622268,0.17838663288525172,0.11152855945484978,0.13554235441344126,0.09818424603768758,0.8006520015852792
6,0.14312055246794925,0.13932562750928543,0.15110577073167353,0.12370623845387907,0.1292059715179836,0.12731768125120332,0.859414312769385,0.001,0.07399567855255944,0.1310835959655898,0.11761832237243652,0.1034408307501248,0.11808869349105018,0.09315223885434014,0.6829478910991124
7,0.13213523784104517,0.12424222336095922,0.1414998649236034,0.10774128237629638,0.11495153299149345,0.11764360526028801,0.7837092806311214,0.001,0.07795117476156779,0.11883927243096488,0.09356896047081266,0.09981328994035721,0.10769871196576528,0.09562739304133824,0.6389251095908028
8,0.12032170790959806,0.1166267410358962,0.12050804298590212,0.10141202237676172,0.10789575931780479,0.10556355973376948,0.717686100917704,0.001,0.07419990961040769,0.11938817586217608,0.0830729247203895,0.09956549001591546,0.09723315920148577,0.09412652892725808,0.6128695692334857
9,0.10999693940667545,0.0973151565036353,0.11759460103862426,0.09912224048200775,0.09283257681219016,0.10460790619254112,0.6666945832617143,0.001,0.08105645222323281,0.11576610164982933,0.06453933726463999,0.09987721698624748,0.0928812325000763,0.0957495282803263,0.5950239726475307
10,0.11461732646121699,0.10114349950762357,0.10079688074834206,0.09477561175384942,0.09150837646687732,0.10059035602299606,0.64850493739633,0.001,0.08881637773343495,0.12506589506353652,0.07454284653067589,0.10074109158345632,0.09754763650042671,0.09757536117519651,0.6292849353381565
11,0.10247162159751444,0.09352619069464066,0.09350728879080099,0.09347561812576126,0.08343796760720365,0.10428099378066905,0.6156121983247644,0.001,0.06889383175543376,0.10564858147076198,0.054934418627194,0.09554436802864075,0.08603291426386152,0.08572061147008624,0.5415966595922198
12,0.09716939290656763,0.0858333483338356,0.09353925495901529,0.08849001664887457,0.07864953577518463,0.08907468058168888,0.5775016002795276,0.001,0.07133011307035174,0.10558518128735679,0.049617914216859,0.09559588666473116,0.08058955839702062,0.08461556157895497,0.5319879693644387
13,0.09529855124214116,0.0867510306484559,0.0863416036043097,0.08417337727459039,0.07814103803213905,0.08887409813263837,0.564144583309398,0.001,0.06996143556066922,0.11004914343357086,0.05397634261420795,0.09648666424410683,0.082301350576537,0.08937648683786392,0.546636951821191
14,0.09762281584827338,0.0789515577694949,0.07959904401179622,0.08113539416123838,0.0695892108933014,0.08424739364315481,0.5355507915510851,0.001,0.07006662019661494,0.10631603854043144,0.05223949306777546,0.09241371282509395,0.08323972246476583,0.09069032434906278,0.5392778047493526
15,0.0932502632631975,0.08205617558868493,0.08041634848889183,0.08213065937161446,0.07613018264665324,0.08513899958309006,0.5433396477909649,0.001,0.06848456763795444,0.1050422436424664,0.05291042423674038,0.09126235544681549,0.07943105804068702,0.08516343150820051,0.5264061859675816
16,0.08670655648936243,0.06974899363430108,0.07283558017190765,0.07518317517550553,0.06711204503388966,0.07967576022972078,0.49527092102695913,0.001,0.06021310016512871,0.0974672521863665,0.05036628831710134,0.08304578065872192,0.08416465882744108,0.08262782650334495,0.5017820979867663
17,0.08458193742177066,0.07711239126237,0.07834316428531618,0.07956023218438905,0.06836381214944755,0.09964911902652067,0.5314207515295815,0.001,0.0652034261396953,0.10236392915248871,0.04992359557322094,0.08644646619047437,0.07259482890367508,0.08151979105813163,0.5017549523285457
18,0.08084487279548365,0.0711578098947511,0.07397054782246842,0.07779497773770024,0.06674631750758957,0.07900969990912605,0.49316227260757894,0.001,0.06840768935424942,0.10869765068803515,0.054271439356463294,0.08943963689463479,0.0757445969751903,0.08649453520774841,0.5265865453651973
19,0.08324717018095885,0.07080019539331689,0.07217449004597523,0.07850412432761754,0.06727483474156436,0.07729555337744601,0.49270743043983684,0.001,0.06301151056374822,0.10022800309317452,0.0461051059620721,0.08896440480436597,0.07454741107566017,0.07932629649128232,0.4954600547041212
0,0.49664101968793306,0.3725240177967969,0.42006423455827374,0.35281120328342214,0.49711308759801526,0.3893078898682314,2.574337601661682,0.001,0.4559329024383,0.334035724401474,0.41517938886369976,0.41028156876564026,0.3977591948849814,0.4597266231264387,2.518866539001465
